"","Postcode","Locality","Average net tax 1","Percentage of total Average Tax paid","Average Salary 1","Percentage of Total State Income","Average Net Tax","Average Salary"
"921",3315,"COLERAINE",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"922",3315,"COOJAR",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"923",3315,"CULLA",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"924",3315,"GRINGEGALGONA",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"925",3315,"GRITJURK",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"926",3315,"HILGAY",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"927",3315,"KONONGWOOTONG",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"928",3315,"MELVILLE FOREST",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"929",3315,"MUNTHAM",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"930",3315,"NAREEN",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"931",3315,"PARKWOOD",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"932",3315,"PASCHENDALE",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"933",3315,"TAHARA BRIDGE",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"934",3315,"TARRAYOUKYAN",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"935",3315,"TARRENLEA",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"936",3315,"WOOTONG VALE",9758,0.10516717,38694,0.118674835,0.045933369,0.148099846
"937",3317,"HARROW",10177,0.109682956,41388,0.126937357,0.051914128,0.185878558
"938",3318,"CHARAM",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"939",3318,"CONNEWIRRICOO",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"940",3318,"EDENHOPE",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"941",3318,"JALLAKIN",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"942",3318,"KADNOOK",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"943",3318,"LANGKOOP",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"944",3318,"MEEREEK",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"945",3318,"PATYAH",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"946",3318,"ULLSWATER",9729,0.104854621,39890,0.122342978,0.045519427,0.164871687
"947",3319,"APSLEY",8735,0.094141753,37645,0.115457543,0.031331183,0.133389426
"948",3319,"BENAYEO",8735,0.094141753,37645,0.115457543,0.031331183,0.133389426
"949",3319,"BRINGALBERT",8735,0.094141753,37645,0.115457543,0.031331183,0.133389426
"950",3321,"HESSE",13554,0.146078686,53272,0.163385688,0.100117046,0.352531202
"951",3321,"INVERLEIGH",13554,0.146078686,53272,0.163385688,0.100117046,0.352531202
"952",3321,"WINGEEL",13554,0.146078686,53272,0.163385688,0.100117046,0.352531202
"953",3322,"CRESSY",NA,NA,NA,NA,NA,NA
"954",3323,"BERRYBANK",NA,NA,NA,NA,NA,NA
"955",3323,"DUVERNEY",NA,NA,NA,NA,NA,NA
"956",3323,"FOXHOW",NA,NA,NA,NA,NA,NA
"957",3324,"LISMORE",11038,0.118962412,37169,0.113997647,0.064203945,0.126714346
"958",3324,"MINGAY",11038,0.118962412,37169,0.113997647,0.064203945,0.126714346
"959",3324,"MOUNT BUTE",11038,0.118962412,37169,0.113997647,0.064203945,0.126714346
"960",3325,"DERRINALLUM",11538,0.124351179,40656,0.124692306,0.071340889,0.175613518
"961",3325,"LARRALEA",11538,0.124351179,40656,0.124692306,0.071340889,0.175613518
"962",3325,"VITE VITE",11538,0.124351179,40656,0.124692306,0.071340889,0.175613518
"963",3325,"VITE VITE NORTH",11538,0.124351179,40656,0.124692306,0.071340889,0.175613518
"964",3328,"TEESDALE",12240,0.131917007,53453,0.163940817,0.081361158,0.355069415
"965",3329,"BARUNAH PARK",9670,0.104218747,41028,0.125833233,0.044677267,0.180830178
"966",3329,"BARUNAH PLAINS",9670,0.104218747,41028,0.125833233,0.044677267,0.180830178
"967",3329,"SHELFORD",9670,0.104218747,41028,0.125833233,0.044677267,0.180830178
"968",3330,"ROKEWOOD",8027,0.08651126,38490,0.118049165,0.02122527,0.145239097
"969",3331,"BANNOCKBURN",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"970",3331,"GHERINGHAP",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"971",3331,"MAUDE",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"972",3331,"RUSSELLS BRIDGE",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"973",3331,"SHE OAKS",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"974",3331,"STEIGLITZ",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"975",3331,"SUTHERLANDS CREEK",13446,0.144914713,53148,0.163005379,0.098575466,0.350792315
"976",3332,"LETHBRIDGE",10944,0.117949324,47196,0.144750543,0.0628622,0.267325761
"977",3333,"BAMGANIE",12465,0.134341952,48505,0.148765258,0.084572783,0.285682233
"978",3333,"MEREDITH",12465,0.134341952,48505,0.148765258,0.084572783,0.285682233
"979",3334,"BUNGAL",11514,0.124092518,45313,0.138975366,0.070998316,0.240919927
"980",3334,"CARGERIE",11514,0.124092518,45313,0.138975366,0.070998316,0.240919927
"981",3334,"ELAINE",11514,0.124092518,45313,0.138975366,0.070998316,0.240919927
"982",3334,"MORRISONS",11514,0.124092518,45313,0.138975366,0.070998316,0.240919927
"983",3334,"MOUNT DORAN",11514,0.124092518,45313,0.138975366,0.070998316,0.240919927
"984",3335,"BONNIE BROOK",11054,0.119134853,53288,0.16343476,0.064432328,0.352755574
"985",3335,"GRANGEFIELDS",11054,0.119134853,53288,0.16343476,0.064432328,0.352755574
"986",3335,"PLUMPTON",11054,0.119134853,53288,0.16343476,0.064432328,0.352755574
"987",3335,"ROCKBANK",11054,0.119134853,53288,0.16343476,0.064432328,0.352755574
"988",3335,"THORNHILL PARK",11054,0.119134853,53288,0.16343476,0.064432328,0.352755574
"989",3336,"AINTREE",NA,NA,NA,NA,NA,NA
"990",3336,"DEANSIDE",NA,NA,NA,NA,NA,NA
"991",3336,"FRASER RISE",NA,NA,NA,NA,NA,NA
"992",3337,"HARKNESS",10788,0.116268029,49671,0.15234139,0.060635473,0.302033375
"993",3337,"KURUNJANG",10788,0.116268029,49671,0.15234139,0.060635473,0.302033375
"994",3337,"MELTON",10788,0.116268029,49671,0.15234139,0.060635473,0.302033375
"995",3337,"MELTON WEST",10788,0.116268029,49671,0.15234139,0.060635473,0.302033375
"996",3337,"TOOLERN VALE",10788,0.116268029,49671,0.15234139,0.060635473,0.302033375
"997",3338,"BROOKFIELD",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"998",3338,"COBBLEBANK",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"999",3338,"EXFORD",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"1000",3338,"EYNESBURY",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"1001",3338,"MELTON SOUTH",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"1002",3338,"STRATHTULLOH",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"1003",3338,"WEIR VIEWS",11021,0.118779194,51298,0.157331413,0.063961289,0.32484925
"1004",3340,"BACCHUS MARSH",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1005",3340,"BALLIANG",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1006",3340,"BALLIANG EAST",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1007",3340,"COIMADAI",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1008",3340,"DARLEY",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1009",3340,"GLENMORE",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1010",3340,"HOPETOUN PARK",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1011",3340,"LONG FOREST",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1012",3340,"MADDINGLEY",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1013",3340,"MERRIMU",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1014",3340,"PARWAN",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1015",3340,"ROWSLEY",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1016",3340,"STAUGHTON VALE",13317,0.143524411,54969,0.168590402,0.096734135,0.376328706
"1017",3341,"DALES CREEK",14961,0.161242675,57536,0.176463413,0.120200405,0.412326462
"1018",3341,"GREENDALE",14961,0.161242675,57536,0.176463413,0.120200405,0.412326462
"1019",3341,"KOROBEIT",14961,0.161242675,57536,0.176463413,0.120200405,0.412326462
"1020",3341,"MYRNIONG",14961,0.161242675,57536,0.176463413,0.120200405,0.412326462
"1021",3341,"PENTLAND HILLS",14961,0.161242675,57536,0.176463413,0.120200405,0.412326462
"1022",3342,"BALLAN",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1023",3342,"BEREMBOKE",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1024",3342,"BLAKEVILLE",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1025",3342,"BUNDING",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1026",3342,"COLBROOK",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1027",3342,"DURDIDWARRAH",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1028",3342,"FISKVILLE",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1029",3342,"INGLISTON",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1030",3342,"MOUNT WALLACE",12696,0.136831563,52990,0.162520792,0.087870051,0.348576637
"1031",3345,"GORDON",13641,0.147016332,55368,0.169814138,0.101358874,0.381923994
"1032",3350,"ALFREDTON",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1033",3350,"BAKERY HILL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1034",3350,"BALLARAT",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1035",3350,"BALLARAT CENTRAL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1036",3350,"BALLARAT EAST",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1037",3350,"BALLARAT NORTH",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1038",3350,"BALLARAT WEST",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1039",3350,"BLACK HILL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1040",3350,"BROWN HILL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1041",3350,"CANADIAN",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1042",3350,"EUREKA",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1043",3350,"GOLDEN POINT",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1044",3350,"INVERMAY PARK",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1045",3350,"LAKE WENDOUREE",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1046",3350,"LUCAS",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1047",3350,"MOUNT CLEAR",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1048",3350,"MOUNT HELEN",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1049",3350,"MOUNT PLEASANT",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1050",3350,"NERRINA",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1051",3350,"NEWINGTON",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1052",3350,"REDAN",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1053",3350,"SOLDIERS HILL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1054",3350,"SOVEREIGN HILL",13480,0.145281149,50132,0.153755281,0.099060778,0.308498107
"1055",3351,"BERRINGA",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1056",3351,"BO PEEP",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1057",3351,"CAPE CLEAR",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1058",3351,"CARNGHAM",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1059",3351,"CHEPSTOWE",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1060",3351,"HADDON",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1061",3351,"HAPPY VALLEY",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1062",3351,"HILLCREST",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1063",3351,"ILLABAROOK",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1064",3351,"LAKE BOLAC",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1065",3351,"MININERA",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1066",3351,"MORTCHUP",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1067",3351,"MOUNT EMU",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1068",3351,"NERRIN NERRIN",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1069",3351,"NEWTOWN",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1070",3351,"NINTINGBOOL",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1071",3351,"PIGGOREET",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1072",3351,"PITFIELD",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1073",3351,"ROKEWOOD JUNCTION",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1074",3351,"ROSS CREEK",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1075",3351,"SCARSDALE",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1076",3351,"SMYTHES CREEK",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1077",3351,"SMYTHESDALE",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1078",3351,"SNAKE VALLEY",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1079",3351,"SPRINGDALLAH",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1080",3351,"STAFFORDSHIRE REEF",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1081",3351,"STREATHAM",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1082",3351,"WALLINDUC",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1083",3351,"WESTMERE",10580,0.114026302,46280,0.141941163,0.057666505,0.254480438
"1084",3352,"ADDINGTON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1085",3352,"BALLARAT ROADSIDE DELIVERY",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1086",3352,"BARKSTEAD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1087",3352,"BLOWHARD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1088",3352,"BOLWARRAH",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1089",3352,"BONSHAW",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1090",3352,"BREWSTER",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1091",3352,"BULLAROOK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1092",3352,"BUNGAREE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1093",3352,"BUNKERS HILL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1094",3352,"BURRUMBEET",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1095",3352,"CAMBRIAN HILL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1096",3352,"CARDIGAN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1097",3352,"CARDIGAN VILLAGE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1098",3352,"CHAPEL FLAT",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1099",3352,"CLARENDON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1100",3352,"CLARETOWN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1101",3352,"CLARKES HILL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1102",3352,"CORINDHAP",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1103",3352,"DEAN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1104",3352,"DEREEL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1105",3352,"DUNNSTOWN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1106",3352,"DURHAM LEAD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1107",3352,"ENFIELD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1108",3352,"ERCILDOUNE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1109",3352,"GARIBALDI",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1110",3352,"GLEN PARK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1111",3352,"GLENBRAE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1112",3352,"GONG GONG",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1113",3352,"GRENVILLE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1114",3352,"INVERMAY",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1115",3352,"LAL LAL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1116",3352,"LAMPLOUGH",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1117",3352,"LANGI KAL KAL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1118",3352,"LEARMONTH",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1119",3352,"LEIGH CREEK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1120",3352,"LEXTON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1121",3352,"MAGPIE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1122",3352,"MILLBROOK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1123",3352,"MINERS REST",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1124",3352,"MITCHELL PARK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1125",3352,"MOLLONGGHIP",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1126",3352,"MOUNT BOLTON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1127",3352,"MOUNT EGERTON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1128",3352,"MOUNT MERCER",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1129",3352,"MOUNT MITCHELL",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1130",3352,"MOUNT ROWAN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1131",3352,"NAPOLEONS",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1132",3352,"NAVIGATORS",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1133",3352,"POOTILLA",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1134",3352,"SCOTCHMANS LEAD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1135",3352,"SCOTSBURN",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1136",3352,"SPRINGBANK",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1137",3352,"SULKY",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1138",3352,"WALLACE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1139",3352,"WARRENHEIP",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1140",3352,"WATTLE FLAT",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1141",3352,"WAUBRA",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1142",3352,"WEATHERBOARD",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1143",3352,"WERNETH",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1144",3352,"WINDERMERE",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1145",3352,"YENDON",12488,0.134589836,49161,0.150777215,0.084901082,0.294881503
"1146",3353,"BALLARAT",NA,NA,NA,NA,NA,NA
"1147",3354,"BAKERY HILL",NA,NA,NA,NA,NA,NA
"1148",3354,"BALLARAT MC",NA,NA,NA,NA,NA,NA
"1149",3355,"LAKE GARDENS",10866,0.117108677,45336,0.139045907,0.061748837,0.241242462
"1150",3355,"MITCHELL PARK",10866,0.117108677,45336,0.139045907,0.061748837,0.241242462
"1151",3355,"WENDOUREE",10866,0.117108677,45336,0.139045907,0.061748837,0.241242462
"1152",3355,"WENDOUREE VILLAGE",10866,0.117108677,45336,0.139045907,0.061748837,0.241242462
"1153",3356,"BONSHAW",8370,0.090207954,44030,0.135040394,0.026121214,0.222928061
"1154",3356,"DELACOMBE",8370,0.090207954,44030,0.135040394,0.026121214,0.222928061
"1155",3356,"SEBASTOPOL",8370,0.090207954,44030,0.135040394,0.026121214,0.222928061
"1156",3357,"BUNINYONG",15353,0.165467469,53802,0.165011203,0.125795769,0.359963539
"1157",3357,"SCOTSMANS LEAD",15353,0.165467469,53802,0.165011203,0.125795769,0.359963539
"1158",3357,"YARROWEE",15353,0.165467469,53802,0.165011203,0.125795769,0.359963539
"1159",3358,"WINTER VALLEY",NA,NA,NA,NA,NA,NA
"1160",3360,"HAPPY VALLEY",9291,0.100134062,41692,0.127869727,0.039267464,0.190141635
"1161",3360,"LINTON",9291,0.100134062,41692,0.127869727,0.039267464,0.190141635
"1162",3360,"MANNIBADAR",9291,0.100134062,41692,0.127869727,0.039267464,0.190141635
"1163",3360,"PITTONG",9291,0.100134062,41692,0.127869727,0.039267464,0.190141635
"1164",3360,"WILLOWVALE",9291,0.100134062,41692,0.127869727,0.039267464,0.190141635
"1165",3361,"BRADVALE",8911,0.096038599,36909,0.113200225,0.033843387,0.123068293
"1166",3361,"CARRANBALLAC",8911,0.096038599,36909,0.113200225,0.033843387,0.123068293
"1167",3361,"SKIPTON",8911,0.096038599,36909,0.113200225,0.033843387,0.123068293
"1168",3363,"CRESWICK",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1169",3363,"CRESWICK NORTH",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1170",3363,"DEAN",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1171",3363,"GLENDARUEL",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1172",3363,"LANGDONS HILL",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1173",3363,"MOUNT BECKWORTH",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1174",3363,"TOURELLO",10688,0.115190276,44688,0.137058485,0.059208085,0.232155378
"1175",3364,"ALLENDALE",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1176",3364,"ASCOT",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1177",3364,"BALD HILLS",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1178",3364,"BARKSTEAD",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1179",3364,"BLAMPIED",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1180",3364,"BROOMFIELD",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1181",3364,"CABBAGE TREE",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1182",3364,"CAMPBELLTOWN",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1183",3364,"COGHILLS CREEK",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1184",3364,"GLENDONALD",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1185",3364,"GLENDONNELL",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1186",3364,"JOYCES CREEK",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1187",3364,"KINGSTON",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1188",3364,"KOOROOCHEANG",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1189",3364,"LAWRENCE",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1190",3364,"MOUNT PROSPECT",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1191",3364,"NEWLYN",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1192",3364,"NEWLYN NORTH",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1193",3364,"ROCKLYN",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1194",3364,"SMEATON",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1195",3364,"SMOKEY TOWN",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1196",3364,"SMOKEYTOWN",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1197",3364,"SPRINGMOUNT",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1198",3364,"STRATHLEA",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1199",3364,"ULLINA",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1200",3364,"WERONA",12730,0.137197999,46920,0.143904049,0.088355363,0.263455336
"1201",3370,"CLUNES",8642,0.093139443,41725,0.127970938,0.030003711,0.190604403
"1202",3370,"GLENGOWER",8642,0.093139443,41725,0.127970938,0.030003711,0.190604403
"1203",3370,"MOUNT CAMERON",8642,0.093139443,41725,0.127970938,0.030003711,0.190604403
"1204",3370,"ULLINA",8642,0.093139443,41725,0.127970938,0.030003711,0.190604403
"1205",3371,"AMHERST",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1206",3371,"BURNBANK",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1207",3371,"CARALULUP",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1208",3371,"DUNACH",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1209",3371,"EVANSFORD",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1210",3371,"LILLICUR",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1211",3371,"MOUNT GLASGOW",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1212",3371,"RED LION",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1213",3371,"STONY CREEK",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1214",3371,"TALBOT",8868,0.095575165,39448,0.12098736,0.03322961,0.158673398
"1215",3373,"BEAUFORT",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1216",3373,"CHUTE",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1217",3373,"CROSS ROADS",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1218",3373,"LAKE GOLDSMITH",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1219",3373,"LAKE WONGAN",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1220",3373,"MAIN LEAD",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1221",3373,"MENA PARK",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1222",3373,"NERRING",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
"1223",3373,"RAGLAN",9273,0.099940066,43752,0.134187765,0.039010534,0.219029589
