"","Postcode","Locality","Average net tax 1","Percentage of total Average Tax paid","Average Salary 1","Percentage of Total State Income","Average Net Tax","Average Salary"
"2760",3764,"GLENAROUA",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2761",3764,"HIGH CAMP",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2762",3764,"KILMORE",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2763",3764,"KILMORE EAST",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2764",3764,"MORANDING",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2765",3764,"TANTARABOO",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2766",3764,"WILLOWMAVIN",12748,0.137391994,52554,0.161183576,0.088612293,0.342462488
"2767",3765,"MONTROSE",14697,0.158397407,53194,0.163146461,0.116432099,0.351437386
"2768",3766,"KALORAMA",14529,0.156586781,55458,0.170090169,0.114034086,0.383186089
"2769",3767,"MOUNT DANDENONG",13592,0.146488232,55120,0.16905352,0.100659454,0.378446221
"2770",3770,"COLDSTREAM",19646,0.211735419,50169,0.15386876,0.187073568,0.309016968
"2771",3770,"GRUYERE",19646,0.211735419,50169,0.15386876,0.187073568,0.309016968
"2772",3770,"YERING",19646,0.211735419,50169,0.15386876,0.187073568,0.309016968
"2773",3775,"CHRISTMAS HILLS",15502,0.167073321,52755,0.161800045,0.127922578,0.345281167
"2774",3775,"DIXONS CREEK",15502,0.167073321,52755,0.161800045,0.127922578,0.345281167
"2775",3775,"STEELS CREEK",15502,0.167073321,52755,0.161800045,0.127922578,0.345281167
"2776",3775,"TARRAWARRA",15502,0.167073321,52755,0.161800045,0.127922578,0.345281167
"2777",3775,"YARRA GLEN",15502,0.167073321,52755,0.161800045,0.127922578,0.345281167
"2778",3777,"BADGER CREEK",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2779",3777,"CASTELLA",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2780",3777,"CHUM CREEK",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2781",3777,"HEALESVILLE",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2782",3777,"HEALESVILLE MAIN STREET",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2783",3777,"HEALESVILLE POST SHOP",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2784",3777,"MOUNT TOOLEBEWONG",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2785",3777,"TOOLANGI",11485,0.12377997,47848,0.146750233,0.070584373,0.276468938
"2786",3778,"FERNSHAW",6977,0.07519485,37477,0.114942285,0.006237689,0.131033516
"2787",3778,"NARBETHONG",6977,0.07519485,37477,0.114942285,0.006237689,0.131033516
"2788",3779,"CAMBARVILLE",7169,0.077264136,31755,0.097392862,0.008978275,0.050792315
"2789",3779,"MARYSVILLE",7169,0.077264136,31755,0.097392862,0.008978275,0.050792315
"2790",3781,"COCKATOO",12364,0.133253422,52494,0.160999555,0.08313112,0.341621091
"2791",3781,"MOUNT BURNETT",12364,0.133253422,52494,0.160999555,0.08313112,0.341621091
"2792",3781,"NANGANA",12364,0.133253422,52494,0.160999555,0.08313112,0.341621091
"2793",3782,"AVONSLEIGH",14551,0.156823887,53273,0.163388755,0.114348112,0.352545225
"2794",3782,"CLEMATIS",14551,0.156823887,53273,0.163388755,0.114348112,0.352545225
"2795",3782,"EMERALD",14551,0.156823887,53273,0.163388755,0.114348112,0.352545225
"2796",3782,"MACCLESFIELD",14551,0.156823887,53273,0.163388755,0.114348112,0.352545225
"2797",3783,"GEMBROOK",12960,0.139676831,52610,0.161355328,0.091638357,0.343247791
"2798",3785,"TREMONT",NA,NA,NA,NA,NA,NA
"2799",3786,"FERNY CREEK",17450,0.188067956,63312,0.194178456,0.155728111,0.493324919
"2800",3787,"SASSAFRAS",15206,0.163883171,57278,0.175672125,0.123697508,0.408708456
"2801",3787,"SASSAFRAS GULLY",15206,0.163883171,57278,0.175672125,0.123697508,0.408708456
"2802",3788,"OLINDA",17153,0.184867028,58708,0.180057947,0.151488766,0.428761744
"2803",3789,"SHERBROOKE",16498,0.177807744,60442,0.185376141,0.14213937,0.45307811
"2804",3791,"KALLISTA",14419,0.155401252,57823,0.177343645,0.112463958,0.416351143
"2805",3792,"THE PATCH",15323,0.165144143,59181,0.181508643,0.125367553,0.435394755
"2806",3793,"MONBULK",11119,0.119835393,47749,0.146446599,0.06536013,0.275080634
"2807",3795,"SILVAN",13124,0.141444347,43988,0.134911579,0.093979274,0.222339083
"2808",3796,"MOUNT EVELYN",11711,0.126215692,50357,0.154445358,0.073810271,0.311653345
"2809",3797,"GILDEROY",10673,0.115028613,45738,0.140278844,0.058993976,0.246879821
"2810",3797,"GLADYSDALE",10673,0.115028613,45738,0.140278844,0.058993976,0.246879821
"2811",3797,"POWELLTOWN",10673,0.115028613,45738,0.140278844,0.058993976,0.246879821
"2812",3797,"THREE BRIDGES",10673,0.115028613,45738,0.140278844,0.058993976,0.246879821
"2813",3797,"YARRA JUNCTION",10673,0.115028613,45738,0.140278844,0.058993976,0.246879821
"2814",3799,"BIG PATS CREEK",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2815",3799,"EAST WARBURTON",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2816",3799,"MCMAHONS CREEK",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2817",3799,"MILLGROVE",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2818",3799,"REEFTON",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2819",3799,"WARBURTON",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2820",3799,"WESBURN",9021,0.097224128,42856,0.131439725,0.035413515,0.206464731
"2821",3800,"MONASH UNIVERSITY",18500,0.199384366,43715,0.134074286,0.170715693,0.218510728
"2822",3802,"ENDEAVOUR HILLS",10717,0.115502824,49067,0.150488916,0.059622027,0.293563315
"2823",3803,"HALLAM",9716,0.104714513,46374,0.142229462,0.045333866,0.255798626
"2824",3804,"NARRE WARREN EAST",18797,0.202585293,54093,0.165903702,0.174955037,0.364044314
"2825",3804,"NARRE WARREN NORTH",18797,0.202585293,54093,0.165903702,0.174955037,0.364044314
"2826",3805,"FOUNTAIN GATE",11165,0.120331159,50526,0.154963682,0.066016729,0.314023279
"2827",3805,"NARRE WARREN",11165,0.120331159,50526,0.154963682,0.066016729,0.314023279
"2828",3805,"NARRE WARREN SOUTH",11165,0.120331159,50526,0.154963682,0.066016729,0.314023279
"2829",3806,"BERWICK",15593,0.168054076,56313,0.172712462,0.129221502,0.395175992
"2830",3806,"HARKAWAY",15593,0.168054076,56313,0.172712462,0.129221502,0.395175992
"2831",3807,"BEACONSFIELD",16343,0.176137226,56541,0.17341174,0.139926918,0.3983733
"2832",3807,"GUYS HILL",16343,0.176137226,56541,0.17341174,0.139926918,0.3983733
"2833",3808,"BEACONSFIELD UPPER",19995,0.215496778,56219,0.172424163,0.192055154,0.393857804
"2834",3808,"DEWHURST",19995,0.215496778,56219,0.172424163,0.192055154,0.393857804
"2835",3809,"OFFICER",13081,0.140980913,53513,0.164124837,0.093365497,0.355910812
"2836",3809,"OFFICER SOUTH",13081,0.140980913,53513,0.164124837,0.093365497,0.355910812
"2837",3810,"PAKENHAM",10810,0.116505135,49378,0.151442756,0.060949499,0.297924555
"2838",3810,"PAKENHAM SOUTH",10810,0.116505135,49378,0.151442756,0.060949499,0.297924555
"2839",3810,"PAKENHAM UPPER",10810,0.116505135,49378,0.151442756,0.060949499,0.297924555
"2840",3810,"RYTHDALE",10810,0.116505135,49378,0.151442756,0.060949499,0.297924555
"2841",3812,"MARYKNOLL",13259,0.142899314,49677,0.152359792,0.095906249,0.302117515
"2842",3812,"NAR NAR GOON",13259,0.142899314,49677,0.152359792,0.095906249,0.302117515
"2843",3812,"NAR NAR GOON NORTH",13259,0.142899314,49677,0.152359792,0.095906249,0.302117515
"2844",3813,"TYNONG",11764,0.126786902,50894,0.156092341,0.074566788,0.319183845
"2845",3813,"TYNONG NORTH",11764,0.126786902,50894,0.156092341,0.074566788,0.319183845
"2846",3814,"CORA LYNN",11186,0.120557487,49299,0.151200462,0.066316481,0.296816716
"2847",3814,"GARFIELD",11186,0.120557487,49299,0.151200462,0.066316481,0.296816716
"2848",3814,"GARFIELD NORTH",11186,0.120557487,49299,0.151200462,0.066316481,0.296816716
"2849",3814,"VERVALE",11186,0.120557487,49299,0.151200462,0.066316481,0.296816716
"2850",3815,"BUNYIP",12902,0.139051734,50028,0.153436312,0.090810471,0.307039686
"2851",3815,"BUNYIP NORTH",12902,0.139051734,50028,0.153436312,0.090810471,0.307039686
"2852",3815,"IONA",12902,0.139051734,50028,0.153436312,0.090810471,0.307039686
"2853",3815,"TONIMBUK",12902,0.139051734,50028,0.153436312,0.090810471,0.307039686
"2854",3816,"LABERTOUCHE",10650,0.114780729,46913,0.14388258,0.058665677,0.263357173
"2855",3816,"LONGWARRY",10650,0.114780729,46913,0.14388258,0.058665677,0.263357173
"2856",3816,"LONGWARRY NORTH",10650,0.114780729,46913,0.14388258,0.058665677,0.263357173
"2857",3816,"MODELLA",10650,0.114780729,46913,0.14388258,0.058665677,0.263357173
"2858",3818,"ATHLONE",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2859",3818,"DROUIN",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2860",3818,"DROUIN EAST",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2861",3818,"DROUIN SOUTH",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2862",3818,"DROUIN WEST",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2863",3818,"HALLORA",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2864",3818,"JINDIVICK",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2865",3818,"RIPPLEBROOK",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2866",3818,"TARAGO",11020,0.118768417,47637,0.146103094,0.063947015,0.273510027
"2867",3820,"BONA VISTA",13204,0.142306549,50181,0.153905564,0.095121185,0.309185248
"2868",3820,"LILLICO",13204,0.142306549,50181,0.153905564,0.095121185,0.309185248
"2869",3820,"WARRAGUL",13204,0.142306549,50181,0.153905564,0.095121185,0.309185248
"2870",3821,"BRANDY CREEK",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2871",3821,"BRAVINGTON",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2872",3821,"BULN BULN",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2873",3821,"BULN BULN EAST",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2874",3821,"CROSSOVER",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2875",3821,"ELLINBANK",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2876",3821,"FERNDALE",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2877",3821,"LARDNER",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2878",3821,"NAYOOK",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2879",3821,"NEERIM JUNCTION",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2880",3821,"NEERIM NORTH",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2881",3821,"NILMA",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2882",3821,"NILMA NORTH",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2883",3821,"ROKEBY",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2884",3821,"SEAVIEW",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2885",3821,"SHADY CREEK",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2886",3821,"TETOORA ROAD",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2887",3821,"TORWOOD",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2888",3821,"WARRAGUL SOUTH",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2889",3821,"WARRAGUL WEST",13940,0.150238814,49867,0.152942523,0.105626766,0.304781938
"2890",3822,"CLOVERLEA",12456,0.134244955,49979,0.153286028,0.084444318,0.306352545
"2891",3822,"DARNUM",12456,0.134244955,49979,0.153286028,0.084444318,0.306352545
"2892",3822,"GAINSBOROUGH",12456,0.134244955,49979,0.153286028,0.084444318,0.306352545
"2893",3823,"ALLAMBEE",14490,0.156166457,52352,0.16056404,0.113477404,0.339629785
"2894",3823,"YARRAGON",14490,0.156166457,52352,0.16056404,0.113477404,0.339629785
"2895",3823,"YARRAGON SOUTH",14490,0.156166457,52352,0.16056404,0.113477404,0.339629785
"2896",3824,"CHILDERS",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2897",3824,"NARRACAN",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2898",3824,"THORPDALE SOUTH",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2899",3824,"TRAFALGAR",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2900",3824,"TRAFALGAR EAST",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2901",3824,"TRAFALGAR SOUTH",14537,0.156673001,54459,0.167026227,0.114148277,0.369176834
"2902",3825,"ABERFELDY",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2903",3825,"AMOR",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2904",3825,"BOOLA",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2905",3825,"CARINGAL",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2906",3825,"COALVILLE",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2907",3825,"COOPERS CREEK",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2908",3825,"ERICA",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2909",3825,"FUMINA",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2910",3825,"FUMINA SOUTH",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2911",3825,"HERNES OAK",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2912",3825,"HILL END",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2913",3825,"JACOB CREEK",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2914",3825,"JERICHO",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2915",3825,"MOE",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2916",3825,"MOE SOUTH",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2917",3825,"MOONDARRA",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2918",3825,"NEWBOROUGH",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2919",3825,"NEWBOROUGH EAST",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2920",3825,"RAWSON",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2921",3825,"TANJIL",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2922",3825,"TANJIL SOUTH",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2923",3825,"THALLOO",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2924",3825,"THALOO",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2925",3825,"THOMSON",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2926",3825,"TOOMBON",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2927",3825,"WALHALLA",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2928",3825,"WALHALLA EAST",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2929",3825,"WESTBURY",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2930",3825,"WILLOW GROVE",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2931",3825,"YALLOURN",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2932",3825,"YALLOURN NORTH",13422,0.144656052,53513,0.164124837,0.098232893,0.355910812
"2933",3831,"NEERIM",13120,0.141401237,48862,0.14986018,0.093922179,0.290688543
"2934",3831,"NEERIM EAST",13120,0.141401237,48862,0.14986018,0.093922179,0.290688543
"2935",3831,"NEERIM SOUTH",13120,0.141401237,48862,0.14986018,0.093922179,0.290688543
"2936",3832,"NAYOOK",10458,0.112711443,40166,0.123189472,0.055925091,0.168742112
"2937",3832,"NEERIM JUNCTION",10458,0.112711443,40166,0.123189472,0.055925091,0.168742112
"2938",3832,"NEERIM NORTH",10458,0.112711443,40166,0.123189472,0.055925091,0.168742112
"2939",3833,"ADA",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2940",3833,"BAW BAW",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2941",3833,"BAW BAW VILLAGE",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2942",3833,"GENTLE ANNIE",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2943",3833,"ICY CREEK",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2944",3833,"LOCH VALLEY",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2945",3833,"MT BAW BAW",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2946",3833,"NOOJEE",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2947",3833,"PIEDMONT",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2948",3833,"TANJIL BREN",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2949",3833,"TOORONGO",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2950",3833,"VESPER",8148,0.087815341,43929,0.134730626,0.022952411,0.221511709
"2951",3835,"THORPDALE",13689,0.147533653,45981,0.141024128,0.102044021,0.250287477
"2952",3840,"DRIFFIELD",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2953",3840,"HAZELWOOD",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2954",3840,"HAZELWOOD NORTH",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2955",3840,"HAZELWOOD SOUTH",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2956",3840,"JEERALANG",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2957",3840,"JEERALANG JUNCTION",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2958",3840,"MARYVALE",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2959",3840,"MID VALLEY",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2960",3840,"MORWELL",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2961",3840,"MORWELL EAST",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2962",3840,"MORWELL UPPER",13303,0.143373525,53355,0.16364025,0.0965343,0.353695134
"2963",3841,"GIPPSLAND MC",NA,NA,NA,NA,NA,NA
"2964",3842,"CHURCHILL",13027,0.140398926,52923,0.162315302,0.092594707,0.347637078
"2965",3844,"BLACKWARRY",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2966",3844,"CALLIGNEE",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2967",3844,"CALLIGNEE NORTH",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2968",3844,"CALLIGNEE SOUTH",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2969",3844,"CARRAJUNG",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2970",3844,"CARRAJUNG LOWER",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2971",3844,"CARRAJUNG SOUTH",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2972",3844,"FLYNN",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2973",3844,"FLYNNS CREEK",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2974",3844,"KOORNALLA",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2975",3844,"LOY YANG",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2976",3844,"MOUNT TASSIE",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2977",3844,"TRARALGON",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2978",3844,"TRARALGON EAST",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2979",3844,"TRARALGON SOUTH",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2980",3844,"TYERS",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2981",3844,"WILLUNG SOUTH",15879,0.171136451,60247,0.184778074,0.133303834,0.45034357
"2982",3847,"HIAMDALE",11568,0.124674505,53909,0.165339373,0.071769106,0.36146403
"2983",3847,"NAMBROK",11568,0.124674505,53909,0.165339373,0.071769106,0.36146403
"2984",3847,"ROSEDALE",11568,0.124674505,53909,0.165339373,0.071769106,0.36146403
"2985",3847,"WILLUNG",11568,0.124674505,53909,0.165339373,0.071769106,0.36146403
"2986",3847,"WILLUNG SOUTH",11568,0.124674505,53909,0.165339373,0.071769106,0.36146403
"2987",3850,"GIFFARD",15430,0.166297339,56979,0.174755089,0.126894859,0.404515496
"2988",3850,"GUTHRIDGE",15430,0.166297339,56979,0.174755089,0.126894859,0.404515496
"2989",3850,"SALE",15430,0.166297339,56979,0.174755089,0.126894859,0.404515496
"2990",3850,"SALE NORTH",15430,0.166297339,56979,0.174755089,0.126894859,0.404515496
"2991",3850,"WURRUK",15430,0.166297339,56979,0.174755089,0.126894859,0.404515496
"2992",3851,"AIRLY",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2993",3851,"BUNDALAGUAH",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2994",3851,"CLYDEBANK",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2995",3851,"COBAINS",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2996",3851,"DARRIMAN",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2997",3851,"DUTSON",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2998",3851,"DUTSON DOWNS",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"2999",3851,"FLAMINGO BEACH",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3000",3851,"FULHAM",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3001",3851,"GIFFARD",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3002",3851,"GIFFARD WEST",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3003",3851,"GLOMAR BEACH",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3004",3851,"GOLDEN BEACH",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3005",3851,"KILMANY",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3006",3851,"LAKE WELLINGTON",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3007",3851,"LOCH SPORT",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3008",3851,"LONGFORD",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3009",3851,"MONTGOMERY",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3010",3851,"MYRTLEBANK",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3011",3851,"PARADISE BEACH",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3012",3851,"PEARSONDALE",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3013",3851,"SEACOMBE",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3014",3851,"SEASPRAY",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3015",3851,"SOMERTON PARK",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3016",3851,"STRADBROKE",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3017",3851,"THE HEART",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3018",3851,"THE HONEYSUCKLES",15899,0.171352002,56971,0.174730553,0.133589312,0.404403309
"3019",3852,"EAST SALE",NA,NA,NA,NA,NA,NA
"3020",3852,"EAST SALE RAAF",NA,NA,NA,NA,NA,NA
"3021",3852,"SALE EAST RAAF",NA,NA,NA,NA,NA,NA
"3022",3853,"SALE",NA,NA,NA,NA,NA,NA
"3023",3854,"GLENGARRY",19320,0.208221943,65255,0.200137653,0.18242028,0.52057215
"3024",3854,"GLENGARRY NORTH",19320,0.208221943,65255,0.200137653,0.18242028,0.52057215
"3025",3854,"GLENGARRY WEST",19320,0.208221943,65255,0.200137653,0.18242028,0.52057215
"3026",3856,"TOONGABBIE",17239,0.185793896,61512,0.18865784,0.152716321,0.468083018
"3027",3857,"COWWARR",13224,0.1425221,51068,0.156626001,0.095406663,0.321623896
"3028",3858,"ARBUCKLE",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3029",3858,"BILLABONG",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3030",3858,"BURAGWONDUC",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3031",3858,"CROOKAYAN",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3032",3858,"DAWSON",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3033",3858,"DENISON",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3034",3858,"GILLUM",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3035",3858,"GLEN FALLOCH",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3036",3858,"GLENFALLOCH",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3037",3858,"GLENMAGGIE",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3038",3858,"HEYFIELD",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3039",3858,"HOWITT PLAINS",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3040",3858,"LICOLA",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3041",3858,"LICOLA NORTH",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3042",3858,"REYNARD",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3043",3858,"SARGOOD",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3044",3858,"SEATON",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3045",3858,"TAMBORITHA",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3046",3858,"WINNINDOO",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3047",3858,"WORROWING",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3048",3858,"YANGOURA",11531,0.124275736,50260,0.154147858,0.071240972,0.310293087
"3049",3859,"MAFFRA WEST UPPER",12256,0.132089448,49902,0.153049869,0.08158954,0.305272753
"3050",3859,"MEWBURN PARK",12256,0.132089448,49902,0.153049869,0.08158954,0.305272753
"3051",3859,"NEWRY",12256,0.132089448,49902,0.153049869,0.08158954,0.305272753
"3052",3859,"TINAMBA",12256,0.132089448,49902,0.153049869,0.08158954,0.305272753
"3053",3859,"TINAMBA WEST",12256,0.132089448,49902,0.153049869,0.08158954,0.305272753
"3054",3860,"BOISDALE",12686,0.136723787,52210,0.160128525,0.087727312,0.33763848
"3055",3860,"BRIAGOLONG",12686,0.136723787,52210,0.160128525,0.087727312,0.33763848
"3056",3860,"BUSHY PARK",12686,0.136723787,52210,0.160128525,0.087727312,0.33763848
"3057",3860,"COONGULLA",12686,0.136723787,52210,0.160128525,0.087727312,0.33763848
"3058",3860,"KOOROOL",12686,0.136723787,52210,0.160128525,0.087727312,0.33763848
